company_name,company_pic,company_address,company_phone,company_email,training_name,training_category,training_type,company_field,company_size,training_price,training_session,number_of_participants,trainer_name,communication_channel,purchasing_time_patterns,payment_total,payment_method,durations,training_dates,ratings,feedbacks,sales_pipeline,sales_person
PT Hasanah,"dr. Panji Pradipta, M.M.","Gg. Sadang Serang No. 0
Bukittinggi, YO 45164",+62-024-381-4087,putri09@example.org,Effective Transactional Banking for Back Office,Finance,Public Training,Manufaktur,Kecil,1887558,4,50,T. Tirta Uwais,Linkedin,Peristiwa Khusus,94377900,M-Banking,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,"drg. Warta Permadi, M.Kom."
CV Yolanda Sinaga,Ir. Sabri Suwarno,"Gang Asia Afrika No. 828
Madiun, SB 41610",+62-0601-785-1758,kenzie02@example.com,"Tax Principles, Practice, & Reporting",Credit & Collection,Online Training,Telekomunikasi,Besar,2161160,13,132,T. Ismail Farida,Telegram,Bulan,285273120,M-Banking,15,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,"Manah Lazuardi, S.H."
PD Mandala Waluyo (Persero) Tbk,Nasrullah Oktaviani,"Jl. Merdeka No. 634
Serang, JB 52645",(0464) 115-8119,aprabowo@example.net,Drill For Trainers: Mastering 10 Core Trainers Tools,Office & Administration,Public Training,Energi dan Lingkungan,Besar,2473353,16,153,Galak Anggriawan,SMS,Bulan,378423009,E-Wallet,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Perkasa Marbun
Perum Hidayanto Hariyah,Ira Prayoga,"Jl. Moch. Ramdan No. 1
Pasuruan, Nusa Tenggara Timur 13481",(013) 902 3821,purwantilega@example.net,Antisipasi & Pencegahan Transaksi Pencucian Uang,Sales & Marketing,Online Training,Kesehatan,Menengah,2461529,9,83,"H. Limar Winarsih, S.T.",Facebook,Musiman,204306907,Tunai,24,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,R.M. Langgeng Hartati
PT Prakasa (Persero) Tbk,"Tgk. Gawati Rahayu, M.TI.","Jl. Ahmad Yani No. 333
Malang, Kalimantan Barat 31233",+62 (67) 991-5198,yhastuti@example.com,"Antisipasi Pemalsuan Dokumen, Tanda Tangan, dan Mafia Fraud",Sales & Marketing,Online Training,Keuangan,Kecil,2013897,5,55,"Dr. Victoria Wijayanti, S.Farm",Facebook,Peristiwa Khusus,110764335,Tunai,2,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L1,"Naradi Saputra, M.Farm"
UD Pratiwi Dabukke Tbk,T. Bagas Tamba,"Jalan Setiabudhi No. 1
Dumai, KB 19049",+62 (0185) 606-7713,saputradina@example.com,How To Make An Effective Fair Performance Appraisal & Evaluation,Office & Administration,Public Training,Pendidikan,Kecil,1827090,4,56,Diana Pertiwi,WA,Bulan,102317040,ATM,18,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Sutan Wardi Halim
PT Tamba Tbk,drg. Erik Widiastuti,"Jalan Astana Anyar No. 0
Makassar, Kepulauan Bangka Belitung 21049",(0757) 005 5951,simanjuntaknova@example.org,Fintech: Solusi Teknologi Keuangan Bagi Perputaran Ekonomi Skala Kecil Yang Menghasilkan Bisnis Besar,Office & Administration,Public Training,Pariwisata dan Perhotelan,Menengah,2248540,12,98,Wani Utama,Email,Hari Spesifik,220356920,E-Wallet,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",10,Bagus,L3,Cornelia Hutasoit
Perum Maryati Waluyo,Titin Nuraini,"Gang Jend. Sudirman No. 6
Serang, JK 55522",+62 (014) 259-1707,zalindrahalim@example.org,Memenangkan SEO  (Search Engine Optimization) Untuk Bisnis,Sales & Marketing,Online Training,Kesehatan,Kecil,2574178,4,51,Eluh Adriansyah,Instagram,Bulan,131283078,E-Wallet,17,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,"Emas Natsir, S.H."
Perum Tampubolon Sirait,"Kacung Prasasta, S.Gz","Gg. Jend. A. Yani No. 5
Sungai Penuh, KR 37874",(092) 721 6450,jessicamansur@example.net,Graphonomy & Graphology Pencegahan Pemalsuan Tanda Tangan & Penipuan Dokumen di Era New Normal,HR & Training,Public Training,Telekomunikasi,Menengah,1998363,10,108,"drg. Galuh Waluyo, S.Psi",Email,Hari Spesifik,215823204,E-Wallet,18,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,"Keisha Anggriawan, M.TI."
PD Novitasari (Persero) Tbk,Capa Manullang,"Jalan Dipenogoro No. 796
Meulaboh, BA 34029",+62-068-871-2847,eprasetyo@example.org,Agile Leadership: What Leaders Have To Do in Enabling Agile Transformation,Leadership & Managerial,Public Training,Pendidikan,Menengah,1810948,9,101,Ilyas Palastri,SMS,Peristiwa Khusus,182905748,Tunai,8,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Unggul Anggraini
PD Wibisono,Sari Haryanti,"Gg. Dipenogoro No. 2
Palangkaraya, Gorontalo 48758",+62-0208-486-0285,wsuryono@example.org,Marketing & Sales Planning,HR & Training,Public Training,Pariwisata dan Perhotelan,Besar,1980800,16,127,Oliva Sihombing,Telegram,Bulan,251561600,ATM,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,drg. Zelda Suwarno
Perum Widiastuti Uwais,"Gina Prasetyo, S.Kom","Gg. Surapati No. 8
Kota Administrasi Jakarta Barat, Sulawesi Selatan 15003",(0383) 546 4572,kemba19@example.com,"Pipe Line Management, New Prospect",Credit & Collection,Public Training,Acara dan Hiburan,Besar,1818757,12,153,"Intan Pangestu, S.Pd",Linkedin,Bulan,278269821,M-Banking,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Banara Pertiwi
PT Hardiansyah Oktaviani,Mutia Farida,"Gang Moch. Ramdan No. 92
Palopo, Jawa Timur 68357",0837639885,wacanaaurora@example.com,Pembuatan Struktur Fasilitas Kredit & Mitigasi Risikonya,Finance,Public Training,Pendidikan,Kecil,1996113,6,51,Ulya Lailasari,Facebook,Musiman,101801763,E-Wallet,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,"Drs. Suci Simanjuntak, S.Ked"
UD Puspita,KH. Makuta Nasyidah,"Jalan KH Amin Jasuta No. 27
Balikpapan, AC 39463",+62-0081-281-3511,hutasoitraditya@example.com,Analisa Kredit Berbasis Laporan Keuangan,Finance,Public Training,Energi dan Lingkungan,Besar,2585711,10,150,"R. Wirda Manullang, S.Pd",WA,Musiman,387856650,Tunai,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Shakila Mandala
UD Wibowo Pranowo,Dr. Yoga Irawan,"Gg. Cikutra Barat No. 57
Payakumbuh, Maluku 37229",+62 (073) 345-5059,jayengsaragih@example.org,Optimizing in Growing Your Business ,Credit & Collection,Public Training,Jasa Profesional,Besar,2040890,19,169,Maya Siregar,Telegram,Bulan,344910410,ATM,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,"Purwanto Susanti, M.M."
UD Winarno Kuswandari Tbk,Maida Ramadan,"Gg. Laswi No. 5
Salatiga, MA 48512",+62 (041) 565 3843,lurhur43@example.org,Mengelola NPL dengan Early Warning System (EWS),HR & Training,Public Training,Kesehatan,Menengah,2306142,10,107,drg. Putri Simbolon,WA,Musiman,246757194,ATM,26,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Usyi Pratama
Perum Jailani Habibi (Persero) Tbk,Rini Habibi,"Jalan Rungkut Industri No. 82
Pagaralam, Jawa Barat 63285",(0381) 486 8262,dono34@example.org,Compensation & Benefit Analysis,Office & Administration,Public Training,Kesehatan,Menengah,2388067,11,93,Slamet Mandasari,Telegram,Musiman,222090231,ATM,7,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Daruna Pratiwi
UD Handayani Tbk,Drs. Fathonah Damanik,"Gg. Rajawali Timur No. 67
Sawahlunto, BB 38247",+62-0741-265-2480,karnasiregar@example.com,Effective Transactional Banking for Back Office,Finance,Public Training,Properti dan Real Estat,Besar,2163518,15,162,Respati Mandala,Facebook,Bulan,350489916,ATM,29,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Edward Uwais
PT Permata Hastuti,"Rina Namaga, S.E.I","Gg. Indragiri No. 6
Pasuruan, Sumatera Selatan 73668",+62-056-109-3403,ykusmawati@example.org,Visual Merchandising For Effective Result,Credit & Collection,Public Training,Pendidikan,Menengah,2008896,10,107,"Cahyono Oktaviani, M.Ak",Telegram,Diskon,214951872,ATM,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,"Dian Pranowo, S.Kom"
PT Halim Tbk,"Akarsana Nasyidah, S.Farm","Jl. Monginsidi No. 88
Blitar, Gorontalo 96381",+62-0537-523-6052,pertiwigantar@example.net,"Business Acumen: Think, Sense & Act like CEO",Finance,Public Training,Properti dan Real Estat,Kecil,2104216,6,66,Paulin Natsir,Linkedin,Bulan,138878256,ATM,24,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,"R.A. Puti Mulyani, S.IP"
Perum Rahimah Ardianto,Karya Anggraini,"Jl. Kebonjati No. 01
Medan, Nusa Tenggara Barat 30037",+62 (433) 637-5212,dpurwanti@example.org,Creative Promotion & Campaign Management,Credit & Collection,Public Training,Kesehatan,Besar,2530375,16,144,Bagus Situmorang,WA,Bulan,364374000,Tunai,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,"dr. Ajiman Hardiansyah, S.Kom"
PT Hartati Wasita,Dt. Setya Suwarno,"Gang Yos Sudarso No. 289
Tasikmalaya, KS 91653",+62 (20) 355 7541,mangunsongyahya@example.org,Innovative Leadership for Changes,Leadership & Managerial,Public Training,Energi dan Lingkungan,Kecil,2575076,4,48,"Tgk. Hamima Yolanda, S.E.",Email,Musiman,123603648,ATM,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Tgk. Cayadi Permata
Perum Prakasa,Adinata Palastri,"Jl. Rumah Sakit No. 9
Cimahi, SN 12832",+62-72-656-1720,kurniaputra@example.net,How To Conduct TNA Creating Training Material & Measuring Training Effectivity,Office & Administration,Public Training,Keuangan,Kecil,1914088,4,54,Tina Susanti,Linkedin,Musiman,103360752,ATM,27,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,Suci Gunarto
PT Marbun Kusumo Tbk,Sidiq Saragih,"Jl. Cihampelas No. 621
Banda Aceh, Kalimantan Barat 65915",+62 (0169) 640-6820,jumarisaragih@example.com,Teknik Penjualan Aset Kredit Bermasalah,Sales & Marketing,Online Training,Manufaktur,Menengah,1967001,8,103,"Tgk. Hilda Usamah, M.M.",SMS,Musiman,202601103,Tunai,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Restu Budiyanto
PT Rahayu Pratiwi,"R. Gamblang Laksita, S.Farm","Gg. Rungkut Industri No. 513
Palopo, JK 14305",087 545 7912,ujailani@example.com,"Fraud Prevention & Handling bagi Pembiayaan Mikro: Identifikasi, Investigasi, Penanganan, Aspek Hukum, Trend & Metode Terbaru",HR & Training,Public Training,Keuangan,Menengah,2106208,12,94,"R.A. Silvia Winarno, S.H.",Facebook,Bulan,197983552,Tunai,15,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Juli Prabowo
PT Kuswandari Pratama,Icha Sirait,"Gang Rajawali Barat No. 049
Kota Administrasi Jakarta Pusat, DI Yogyakarta 13888",(0413) 506-6648,zyuliarti@example.com,Soft Skills for Credit Analyst & Surveyor,Sales & Marketing,Online Training,Acara dan Hiburan,Menengah,1927106,11,80,Rangga Tampubolon,Facebook,Bulan,154168480,ATM,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,Samiah Gunarto
UD Melani,Drs. Clara Dongoran,"Jalan Pasirkoja No. 224
Kotamobagu, Kepulauan Riau 55821",+62 (0455) 357-8293,cemplunksetiawan@example.net,Facilitative & Emphatic Leadership,Credit & Collection,Online Training,Acara dan Hiburan,Menengah,1853512,7,109,Drs. Kezia Wacana,Telegram,Bulan,202032808,ATM,14,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",10,Bagus,L3,Emin Utama
PD Purwanti,Dr. Ella Hasanah,"Jl. Rajiman No. 858
Kota Administrasi Jakarta Barat, Nusa Tenggara Barat 30401",+62-901-071-6523,juli69@example.net,Hypnotic Business Presentation PowerPoint Short-Cut & Effective Influencing,Leadership & Managerial,Public Training,Telekomunikasi,Menengah,2184853,10,108,"Pandu Sihombing, S.Psi",SMS,Diskon,235964124,ATM,18,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Kasim Natsir
CV Hutasoit Pangestu (Persero) Tbk,Muhammad Setiawan,"Jalan Asia Afrika No. 4
Salatiga, MA 64680",+62 (0884) 639 3239,permadijatmiko@example.org,Etos Kerja & Profesionalisme,Sales & Marketing,Online Training,Keuangan,Menengah,1974028,8,101,Prasetyo Ardianto,SMS,Musiman,199376828,ATM,21,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Bella Mahendra
PT Gunarto Tbk,Bakiman Megantara,"Gg. S. Parman No. 759
Sabang, Kalimantan Timur 22858",+62-034-395-7543,pradanamala@example.com,Corporate Event Management,Leadership & Managerial,Public Training,Transportasi dan Logistik,Besar,2010427,13,120,Siska Palastri,Instagram,Peristiwa Khusus,241251240,M-Banking,14,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Emin Utama
UD Nugroho Tbk,Nasim Pradipta,"Gg. Monginsidi No. 0
Tanjungbalai, Papua Barat 68150",(0445) 995 1132,lestarioliva@example.com,Advance RM training: RM sebagai Business Coach kepada Debiturnya. Phase 1:Business Coach Membuat Bisnis Debitur Sukses dan Sustainable,Sales & Marketing,Online Training,Teknologi,Menengah,2286762,11,103,Umi Natsir,Instagram,Hari Spesifik,235536486,E-Wallet,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Emong Nuraini
PD Situmorang Maryati,Panca Uwais,"Gg. Setiabudhi No. 10
Tangerang, JB 28107",(0732) 964 3474,hartatidalima@example.com,Compensation & Benefit Analysis,Office & Administration,Public Training,Kesehatan,Besar,2347612,13,165,Hasan Waskita,Telegram,Bulan,387355980,Tunai,17,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,KH. Harimurti Pangestu
Perum Purwanti (Persero) Tbk,R. Rahmat Napitupulu,"Jalan PHH. Mustofa No. 706
Palu, DKI Jakarta 69402",+62 (0838) 414-5839,alestari@example.org,Soft Skills For Credit Analyst & Credit Surveyor,HR & Training,Public Training,Acara dan Hiburan,Menengah,2027080,10,104,"R. Betania Nababan, S.I.Kom",Facebook,Diskon,210816320,Tunai,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,"Ir. Natalia Prayoga, S.Pt"
